File,FAQ_Number,Question,Answer
OPDClaims.txt,4,What claim types are allowed for OPD claims?,Only the 'Reimbursement' claim type is permitted for OPD claims.  The 'Cashless' option is not available.
OPDClaims.txt,5,How does the system handle the 'Discharge Date' for OPD claims?,"For OPD claims, the 'Discharge Date' automatically populates with the same date as the 'Admission Date', reflecting the day-care nature of OPD visits."
OPDClaims.txt,6,What information is required to complete the OPD claim form?,All required fields on the OPD claim form must be completed before submission. Refer to the form's instructions for a detailed list of required information.
OPDClaims.txt,7,What happens after I click 'Intimate Claim'?,"Upon clicking 'Intimate Claim', your OPD claim will be submitted for processing. You will receive a confirmation message or notification, and you can track its status."
OPDClaims.txt,8,Where can I track my OPD claim's status?,Visit the 'Claim Status' section to check the progress and current status of your submitted OPD claim.
OPDClaims.txt,9,What should I do if I make a mistake on my OPD claim form?,"If you identify errors before submitting, correct them on the form. If you notice errors after submission, contact the claims department immediately to report and request correction."
OPDClaims.txt,10,Are there any penalties for submitting incomplete or inaccurate OPD claim forms?,"Submitting incomplete or inaccurate claims may result in delays in processing, or even rejection of your claim.  Review the claim form carefully before submission."
OPDClaims.txt,11,Is there a time limit for submitting OPD claims?,"The policy document does not specify a time limit for submitting OPD claims. However, it is recommended to submit claims as soon as possible after your visit."
OPDClaims.txt,12,What happens if my OPD claim is rejected?,"If your claim is rejected, you will receive a notification indicating the reason for rejection. Contact the claims department to address the issue and resubmit the claim."
OPDClaims.txt,13,Who is responsible for ensuring the accuracy of the OPD claim information?,You are responsible for providing accurate and complete information on your OPD claim form.
OPDClaims.txt,14,Can I submit multiple OPD claims simultaneously?,The policy doesn't explicitly state whether multiple claims can be submitted at once.  It's best to contact the claims department for clarification.
OPDClaims.txt,15,What type of documentation is typically required for an OPD claim?,"While not specified in the provided document, you should expect to provide relevant medical documentation supporting your claim (e.g., receipts, reports)."
OPDClaims.txt,16,What if I don't have access to the online system?,"If you cannot access the online system, contact the claims department for alternative submission methods."
OPDClaims.txt,17,How long does it typically take to process an OPD claim?,The processing time for OPD claims is not specified.  Contact the claims department to inquire about the estimated processing time.
OPDClaims.txt,18,What support is available if I have trouble using the OPD claim system?,Contact the claims department's support team for assistance with the online claim system or any questions related to OPD claims.
OPDClaims.txt,19,What happens if my claim is approved?,"Once approved, you will receive reimbursement according to your claim details and the policy guidelines."
OPDClaims.txt,20,Are there any exceptions to the OPD claim process outlined here?,The document doesn't specify any exceptions. Contact the claims department to inquire about any special circumstances or exceptions to the standard process.
PEP Policy.txt,1,What is the purpose of the Performance Enablement Plan (PEP) policy?,"The PEP policy provides a framework for addressing employee performance concerns fairly and consistently, while supporting employees to reach their full potential.  It aims to set clear expectations and offer a structured approach to improve underperformance."
PEP Policy.txt,2,Who does this policy apply to?,This policy applies to all employees of Angel One Limited and its subsidiaries.
PEP Policy.txt,3,When is a PEP initiated?,"A PEP is implemented when an employee's performance falls below the expected standard for their role.  The manager has discretion to initiate a PEP, but this must be based on documented evidence of performance inadequacies.  Continued coaching should precede a formal PEP."
PEP Policy.txt,4,What is the difference between a behavioral issue and a performance issue?,"Behavioral issues relate to an employee's conduct (e.g., refusal to complete tasks, profanity). Performance issues relate to skills deficiencies that prevent meeting job standards (e.g., missed deadlines, poor work quality).  Different policies address each."
PEP Policy.txt,5,What are the employee's responsibilities under this policy?,"Employees must understand and meet performance standards, receive feedback respectfully, and understand that underperformance will be addressed by management."
PEP Policy.txt,6,What is the process for initiating a PEP?,"The process begins with informal management (discussions). If this fails, a formal procedure is followed, including a Stage 1 performance meeting with a written improvement note and a Performance Enablement Plan (PEP).  HRBP involvement is crucial at the formal stage."
PEP Policy.txt,7,What happens during the PEP review period?,Regular progress meetings are held to monitor the employee's performance against the PEP.  The employee is expected to demonstrate improvement.
PEP Policy.txt,8,What are the possible outcomes of the final performance review meeting?,"Possible outcomes include successful completion of the PEP (no further action), or unsuccessful completion leading to disciplinary action, potentially termination of employment."
